"anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0
0,1,1,0,1,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0.5,0,0.5,0.5,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0.5,0,0,0.5,0,0
0.25,0,0,0,0,0,0,0.5
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1
0,1,0,0.5,0,0.5,0,0
0,0.666666666666667,0,0,0.333333333333333,0,0.333333333333333,0.666666666666667
0,1,0.25,0,0.75,0,0.75,0.75
0,1,0,0,1,0,1,1
0,1,0,0,1,0,1,1
0,1,0,0,1,0,1,1
0.333333333333333,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0.333333333333333,0,0,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1
0,0.5,0,0,0.5,0.5,0,0.5
0,0,0,0,0,0.5,0,1
0,0,0.5,0.5,0,1,0,0
0,0,0.5,0,0,1,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0,0
0,1,0,0,0.5,0,0,0
0.5,1,0.5,0.5,0.5,0.5,0.5,0
0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0
0,1,0,0,1,0,1,0
0,1,0,0,0,0,0,1
0.666666666666667,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.333333333333333
0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0
0.5,1,0.5,1,0,0.5,0,0.5
0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0.333333333333333,0.666666666666667,0.333333333333333,1,0.333333333333333,0.333333333333333,0,0.333333333333333
0,0,0,0,0,0,0,0
0.5,0,0,0.5,0,0,0,0.5
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0.25,0.25,0,0.25,0.25,0,0.25,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.333333333333333,0,0.666666666666667,0,0.333333333333333,0,0
1,0,1,0,0,0,0,0
1,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0,1,1,0,1,1,1,1
1,0.4,0.8,1,0.2,0.8,0.4,0.2
1,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0
1,1,0,1,1,1,0,1
0,0,0,0,0,0,0,0
0.666666666666667,0,0.666666666666667,1,0,0.333333333333333,0,0.333333333333333
0.25,0,0.5,0,0,0.25,0,0.25
0,1,0,0,1,0,0,1
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0
0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1
0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1,0
0,1,0,0,0.5,0,0.5,1
0,1,0,0,0,0,0,0
1,1,0,1,1,0,1,1
1,0,1,1,0,1,0,0
0.375,0.375,0.25,0.375,0.125,0.125,0.125,0.125
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0.5,1,0,0,0.5,0,0.5,0.5
0.4,0.6,0.2,0.2,0.6,0.2,0.4,0.6
0.333333333333333,1,0,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333
0.333333333333333,1,0,0,0.666666666666667,0,0.666666666666667,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429
0.375,0.75,0.375,0.5,0.625,0.375,0.25,0.75
0,1,0,0,1,0,1,0
0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1
0,0,0,0,0,0,0,0
0.0645161290322581,0.419354838709677,0.0645161290322581,0.193548387096774,0.612903225806452,0.193548387096774,0.193548387096774,0.483870967741935
0,0.25,0.25,0,0.75,0.25,0,0.25
0,1,0,0.5,0.5,0,0,0.5
1,1,1,0,0,0,0,0
0,1,0,0,1,1,0,1
0.666666666666667,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
0.5,0.5,0.5,0.5,0.5,0,0,0.5
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1
0.666666666666667,0,0,0.333333333333333,0,0.333333333333333,0,0
0.166666666666667,0.388888888888889,0.0555555555555556,0.222222222222222,0.388888888888889,0.277777777777778,0.222222222222222,0.5
0.2,0.2,0.2,0.2,0.6,0.2,0.4,0.6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,0
0.3125,0.1875,0.4375,0.1875,0.0625,0.3125,0,0.125
0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0.5
1,0,0,1,0,1,1,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0.75,0.25,0.25,0.25,0.75,0,0.25,0.75
0.5,0.5,0.25,0,0.5,0.25,0.25,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0.333333333333333,0,0,0.333333333333333
0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333
0,0,0,0,0,1,0,0
0.333333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0,0.666666666666667,0,0.166666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0.238095238095238,0.571428571428571,0.0952380952380952,0.333333333333333,0.285714285714286,0.380952380952381,0.19047619047619,0.571428571428571
0,1,0,0,1,0,0,0
0,0.6,0.2,0.2,0.6,0,0.2,0.4
0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0
0.5,1,0.25,0,0.5,0.25,0.25,0.5
0,0,1,0,0,0,0,1
0,0.5,0,0,1,0,1,0.5
0,0,0,0,1,0,0,0
0,0.5,0,0.5,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0
0,0.5,0,0,0.5,0.5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.666666666666667,0.444444444444444,0.333333333333333,0.444444444444444,0.111111111111111,0.555555555555556,0.222222222222222,0.555555555555556
0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1
0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333
0.5,0.5,0,0,0.5,0,0.5,0.5
0,0,0,0,0,0,0,0
0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,0,1
0,1,0,0,1,1,0,1
0.5,0.5,0,0.5,0.5,0,0.5,1
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,1,0,0,1,0,1,1
0.5,0,0,0.5,0,1,0,0
0,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0.666666666666667,0,0,0.666666666666667,0,0.333333333333333,0.666666666666667
0.5,0,0.5,0.5,0,0.5,0,0.5
0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,1
0,0,0.5,0.5,0,0,0,0
1,0,1,0,0,0,0,0
0,0.4,0,0,0.4,0,0,0.2
0,0,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0
0.1,0.2,0.1,0.3,0.4,0.2,0.1,0.4
0,0.666666666666667,0,0,0.666666666666667,0,0.333333333333333,0.333333333333333
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,1,0,0,1,0.5,1,1
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0
0,0,0,0,0,0,0,0
0.222222222222222,0.555555555555556,0.222222222222222,0.222222222222222,0.444444444444444,0.555555555555556,0.333333333333333,0.555555555555556
0,1,0,0,1,0,0,1
0,1,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667
0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0
0.5,0,0.5,0.5,0,0,0,0
0,0,0.5,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0.25,0,0.25,0.5,0.25,0,0.5
0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0.666666666666667,1
0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.5,1,0,0,0.5,0.5,0.5,0.5
0,0,1,0,0,0,0,0
1,0,1,1,0,1,0,0
0.333333333333333,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333
0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0
0.5,0.5,0,0.5,0.5,0,1,0.5
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0
0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667
0.375,0.375,0.5,0.625,0.125,0.875,0.125,0.25
0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0.666666666666667
0,0,0,0,0,0,0,0
0.5,0.5,0.5,1,0.25,1,0,0.5
1,0,1,0,0,0,0,0
0,0,0,0,0.5,0,0,1
1,0,1,0,0,0,0,0
0,1,0,0,1,0,1,1
0.125,0.5,0,0.25,0.125,0,0,0.625
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1
0.25,0.25,0.25,0.25,0,0.25,0.25,0.5
0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0
0.25,0.25,0,0,0.25,0.25,0.5,1
0.25,0.75,0.25,0.25,0.25,0.25,0,0.75
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0.5
0.5,0,0.5,0,0.5,0,0,0.5
1,0.5,0.5,0,0.5,0,0.5,0.5
0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0.333333333333333,0.666666666666667
0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2
0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
1,0,1,1,0,0,0,0
0,1,0,0,1,0,0.5,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.2,0.2,0,0,0.4,0.2,0,0.4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5
0.5,0.5,0.5,0.5,0.5,0.5,1,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0
0.666666666666667,1,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0.5,0,1,0.5
0,0,0,0,0,0,0,0
0,1,0.5,0.5,1,0.5,1,1
0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0
0,1,0,0,0.5,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.5,0,0.5,0,0.5,1,0
0.333333333333333,1,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
0.5,0,0.5,0,0,0.5,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0.666666666666667,0,0,1,0,0.333333333333333,1
0,0,0,0,0,0,0,0
0,0.5,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0.5,1,0,1,0.5,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0.5,0.5,0,0,0.5,0,0,0.5
0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,1
0,0.5,0,0,0,0,0,0.5
0,0,0,0.5,0,0.5,0,1
0,0,0,0,0,0,0,0
0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0,0.166666666666667,1
1,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0
0,0,0.333333333333333,0,0,0,0,0
0,0.333333333333333,0,0,0,0.333333333333333,0,0.333333333333333
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0.5
0.5,0.5,0,1,0.5,0,0,0.5
0,0,0,0,0,0,0,1
0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.166666666666667,0,0.166666666666667
1,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333
0.5,0,0.5,0,0,0,0,0
1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0,0.5,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0.5,0,0.5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0.5,0.5,0,0.5,1,1,0.5
0,0,0,0,0,0,0,0
0,0.5,0,0,0.5,0,0.5,1
0,0.833333333333333,0,0,0.833333333333333,0,0.333333333333333,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1
0,0,0,0,0,0,1,0
0.5,0.5,0,1,0,0.5,0,0
0,1,0,0,0,0,1,0
0,1,0,0.333333333333333,0,0,0,0.333333333333333
0,0,0,0,0,0,0,0
0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333
1,0,0.5,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,1,0,0.5,1
0,0,0,0,0,0,0,0
0.5,0.5,0,1,0,0.5,0,0.5
0.25,0.75,0.25,0.5,0.75,0.5,0.25,0.75
0,1,0,0.5,0.5,0,0.5,0.5
0.5,0,0,0,0,0.5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0.5,0.5,0,1,0.5,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.25,0.5,0.25,0.25,0.5,0,0,1
0.181818181818182,0.454545454545455,0.272727272727273,0.181818181818182,0.363636363636364,0.454545454545455,0.363636363636364,0.636363636363636
0.25,0.75,0.5,0.75,0.5,0.25,0.25,0.5
0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,1,1,1,1
0,0,0,0,0,0,0,0
1,0,1,1,1,1,0,1
0,0.5,0,0,0.5,0,0.5,0.5
0,0,0,1,0,1,0,0
0.5,0.25,0.5,0.5,0.25,0.75,0,0.25
0.333333333333333,1,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333
0,0,0.5,0.5,0,0,0,0
0,0,0.5,0,0,0,0,0
0.666666666666667,0,1,0,0.333333333333333,0,0,1
0.5,0,0.5,0.5,0,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,1,0.5,0.5,0,0.5,0,0.5
0.5,0.5,0.5,0,0.5,0,0.5,0
0,0,0,1,0,1,0,0
0.2,0.2,0.2,0.6,0,1,0.2,0.2
0,1,0,0.333333333333333,1,0.333333333333333,0.333333333333333,1
1,0,0.5,1,0,1,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0.5,0,0
0.5,1,1,0.5,0.25,0.5,0.5,0.5
0,0.5,0,0,0.5,0,0,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0.5,1,0,1,0,0
0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5
0.2,0.8,0.4,0.2,0.6,0.2,0.2,0.6
1,0,1,1,0,0,0,0
0.75,0,0.25,0.75,0,0,0,0
1,0,1,0,1,0,0,0
0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0.666666666666667
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.5,0.5,0.5,0.5,0.5,0.5,1
0,1,0,0,1,0,0,0.333333333333333
0.25,1,0,1,0.5,0.5,0.5,0.5
0.666666666666667,0,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0.333333333333333
1,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0
0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,0.666666666666667
0,1,1,0,1,0,0,1
0,1,0,0,0.5,0,0.5,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.5,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,1,0,1,0
1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0
0,0.5,0,0,0.75,0,0.25,0.5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0.4,0.2,0.2,0.6,0,0.2,0,0
0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0
0.5,1,1,0.5,0,0.5,0,0.5
0.5,0,0.5,0,1,0,0,0.5
0.75,0.25,0.75,0.5,0,0.5,0,0
0,0,0,0,0,0,0,0
1,0,1,0.5,0,0.5,0,0
0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5
0.5,0.5,0.25,0.5,0,0.25,0,0
0.5,0,0.5,0.5,0.5,0.5,0,0
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0.5,0.5,0.5,1,0.5,0,0.5
1,0,1,1,0,1,0,1
0,0,0,1,0,0,0,1
0,0,0,0,0.5,0,0.5,1
0,0,0,0,0.5,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0.666666666666667,0,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0
0,1,0,0,1,0,0,1
0,1,0,0,0,0,0,0
0.5,0,0.5,0,0.5,0,0,0.5
1,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0
0.4,0,0.8,0,0.2,0.2,0,0.2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,1,0.5,0,0.5,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.48,0.36,0.2,0.52,0.44,0.48,0.36,0.48
1,0,0,0.5,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.75,1,0.5,0.25,1,0.5,0.75,0.5
1,0,1,0,0,0,0,0
0.5,1,0,0.25,0.5,0.25,0,0.25
0,0,0,0,0,0,0,0
0,0.6,0,0.2,0.8,0.2,0,0.8
0.5,0.5,0.5,0,0,0,0,0
0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,0.333333333333333
0.6,0.6,0.4,0.4,0.6,0.2,0.2,0.4
0.571428571428571,0.857142857142857,0.285714285714286,0.714285714285714,0.285714285714286,0.428571428571429,0.571428571428571,0.428571428571429
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0
0.5,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,1,0,0,0.5,0.5,0.5,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
0,0.666666666666667,0,0,0.333333333333333,0,0,0.666666666666667
0,0.6,0,0,0.8,0,0.2,0.4
1,1,1,1,1,0,0,1
0.333333333333333,0,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333
1,1,0,0,1,0,1,1
0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0
0,1,0,0,1,0,1,1
0,0,1,0,0,0,0,0
0.285714285714286,0.285714285714286,0.142857142857143,0.142857142857143,0.285714285714286,0.285714285714286,0.142857142857143,0.571428571428571
0,1,0,0,0,0,0,0
1,0,1,1,0,1,0,0
1,0.5,0.5,0.5,0,0.5,0,1
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0.25,1,0.25,0,0.75,0,0.5,0.75
0,0,0,0,0,0,0,0
0,0.666666666666667,0,0,0.666666666666667,0,0.666666666666667,0.333333333333333
0.5,0,0.5,1,0,0.5,0.5,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.5,0,0.5,1,0,0.5,0,0.5
1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0.5,0.5,0.25,0,0.25,0.25,0,1
0,1,0,0,0.5,0.5,0,1
0,0,0,0,0,0,0,0
0.222222222222222,0.444444444444444,0.333333333333333,0.333333333333333,0.555555555555556,0.444444444444444,0.111111111111111,0.666666666666667
0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0,0.571428571428571
